71.99 (+/- 4.24)
72.57 (+/- 4.61)
72.65 (+/- 3.42)
67.23 (+/- 4.97)
69.48 (+/- 4.63)
69.34 (+/- 4.93)
71.91 (+/- 4.15)
71.36 (+/- 3.69)
73.21 (+/- 4.76)
66.72 (+/- 5.42)
68.77 (+/- 4.61)
68.36 (+/- 6.15)
